tag_code,mark_file_name,site_name,first_time_value,last_time_value,first_antenna_group_name,last_antenna_group_name,release_date_mmddyyyy,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,release_site_name,mark_date_mmddyyyy,mark_site_name,mark_site_code_value,mark_year_yyyy,site_code_value,srr_code,srr_name,count,mark_month,brood_yr,spawn_yr,TRT
3DD.007763389F,BDL15041.W47,SC1 - Lower SF Clearwater R at rkm 1,2015-04-14T03:41:00Z,2017-10-22T19:28:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/9/2015,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.00776350DF,BDL15041.W31,SC1 - Lower SF Clearwater R at rkm 1,2018-02-03T04:55:00Z,2018-02-03T04:55:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2015,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.00776350DF,BDL15041.W31,SC2 - Lower SF Clearwater R at rkm 2,2018-02-03T09:43:00Z,2018-02-03T09:43:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2015,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.00776351F4,BDL15041.W42,SC1 - Lower SF Clearwater R at rkm 1,2015-04-12T20:24:00Z,2018-02-08T15:07:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.0077636A43,BDL15041.W24,SC1 - Lower SF Clearwater R at rkm 1,2017-02-22T13:18:00Z,2017-02-22T13:18:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2017,CRSFC-s
3DD.00776395CA,BDL15041.W25,SC1 - Lower SF Clearwater R at rkm 1,2018-01-14T17:16:00Z,2018-02-02T21:28:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC1,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.00776395CA,BDL15041.W25,SC2 - Lower SF Clearwater R at rkm 2,2018-02-03T00:54:00Z,2018-02-03T00:54:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/8/2015,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2015-02-10,CLWH - Clearwater Hatchery,CLWH,2015,SC2,32H,Hat. Summer Steelhead,1,2,2014,2018,CRSFC-s
3DD.007763F76F,BDL15307.H45,STL - Sawtooth Hatchery Adult Trap,2018-04-18T16:47:00Z,2018-04-18T17:13:00Z,KEYWAY 1 - ORIFICE,KEYWAY 3 - OVERFLOW,4/13/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-03,HAGE - Hagerman NFH,HAGE,2015,STL,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.0077641C17,BDL15307.H15,STL - Sawtooth Hatchery Adult Trap,2018-04-24T13:54:00Z,2018-04-24T17:57:00Z,KEYWAY 3 - OVERFLOW,KEYWAY 3 - OVERFLOW,4/13/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-03,HAGE - Hagerman NFH,HAGE,2015,STL,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.00776429AE,BDL15027.V14,YFK - Yankee Fork Salmon River,2015-05-23T17:34:00Z,2017-06-13T12:54:00Z,UPSTREAM ARRAY,DOWNSTREAM ARRAY,4/22/2015,3,Steelhead,2,Summer,H,Hatchery Reared,YANKFK - Yankee Fork Salmon River,2015-01-27,MAVA - Magic Valley Hatchery,MAVA,2015,YFK,32H,Hat. Summer Steelhead,1,1,2014,2017,SRUMA-s
3DD.0077647237,BDL15307.H35,STL - Sawtooth Hatchery Adult Trap,2018-04-19T00:29:00Z,2018-04-24T14:52:00Z,KEYWAY 1 - OVERFLOW,KEYWAY 3 - OVERFLOW,4/13/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-03,HAGE - Hagerman NFH,HAGE,2015,STL,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.0077684CD1,BDL15308.H31,RFL - Redfish Lake Creek,2018-05-02T15:32:00Z,2018-05-03T20:13:00Z,Instream Array,Instream Array,4/18/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-04,HAGE - Hagerman NFH,HAGE,2015,RFL,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.0077684CD1,BDL15308.H31,STL - Sawtooth Hatchery Adult Trap,2018-04-07T14:59:00Z,2018-04-24T17:21:00Z,KEYWAY 1 - OVERFLOW,KEYWAY 3 - OVERFLOW,4/18/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-04,HAGE - Hagerman NFH,HAGE,2015,STL,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.00776D4E4F,BDL15308.H10,"VC2 - Valley Creek, Downstream Site",2018-05-11T05:22:00Z,2018-05-12T00:56:00Z,DOWNSTREAM 3-ANTENNA ARRAY,UPSTREAM 3-ANTENNA ARRAY,4/8/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-04,HAGE - Hagerman NFH,HAGE,2015,VC2,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.00776D8196,BDL15309.H24,"VC1 - Valley Creek, Upstream Site",2018-05-01T11:40:00Z,2018-05-01T11:40:00Z,DOWNSTREAM ARRAY,DOWNSTREAM ARRAY,4/18/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-05,HAGE - Hagerman NFH,HAGE,2015,VC1,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.00776D8196,BDL15309.H24,"VC2 - Valley Creek, Downstream Site",2018-04-27T16:56:00Z,2018-05-03T12:27:00Z,DOWNSTREAM 3-ANTENNA ARRAY,UPSTREAM 3-ANTENNA ARRAY,4/18/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-05,HAGE - Hagerman NFH,HAGE,2015,VC2,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.00776DCD13,BDL15309.H35,STL - Sawtooth Hatchery Adult Trap,2018-04-07T17:06:00Z,2018-04-07T17:20:00Z,KEYWAY 1 - ORIFICE,KEYWAY 3 - OVERFLOW,4/21/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-05,HAGE - Hagerman NFH,HAGE,2015,STL,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.00776E2541,BDL15309.H12,STL - Sawtooth Hatchery Adult Trap,2018-04-07T13:00:00Z,2018-04-07T18:02:00Z,KEYWAY 3 - OVERFLOW,KEYWAY 1 - OVERFLOW,4/6/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-05,HAGE - Hagerman NFH,HAGE,2015,STL,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.00776E4EBB,BDL15308.H61,"VC2 - Valley Creek, Downstream Site",2018-04-14T16:21:00Z,2018-04-21T19:08:00Z,DOWNSTREAM 3-ANTENNA ARRAY,DOWNSTREAM 3-ANTENNA ARRAY,4/27/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-04,HAGE - Hagerman NFH,HAGE,2015,VC2,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.00776E97EB,BDL16040.W14,SC1 - Lower SF Clearwater R at rkm 1,2019-03-16T21:16:00Z,2019-03-16T21:16:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/5/2016,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.00776F1356,BDL15308.H35,STL - Sawtooth Hatchery Adult Trap,2018-04-05T21:00:00Z,2018-04-07T14:55:00Z,KEYWAY 1 - ORIFICE,KEYWAY 3 - OVERFLOW,4/4/2016,3,Steelhead,2,Summer,H,Hatchery Reared,SAWT - Sawtooth Hatchery,2015-11-04,HAGE - Hagerman NFH,HAGE,2015,STL,32H,Hat. Summer Steelhead,1,11,2015,2018,SRUMA-s
3DD.0077704AC3,BDL16040.W46,SC1 - Lower SF Clearwater R at rkm 1,2018-10-30T01:29:00Z,2018-10-30T01:29:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077705AF3,BDL16026.V62,YFK - Yankee Fork Salmon River,2019-04-30T17:11:00Z,2019-04-30T17:12:00Z,DOWNSTREAM ARRAY,UPSTREAM ARRAY,5/2/2016,3,Steelhead,2,Summer,H,Hatchery Reared,YANKFK - Yankee Fork Salmon River,2016-01-26,MAVA - Magic Valley Hatchery,MAVA,2016,YFK,32H,Hat. Summer Steelhead,1,1,2015,2019,SRUMA-s
3DD.007771AF42,BDL16026.V49,YFK - Yankee Fork Salmon River,2018-04-22T15:29:00Z,2018-04-22T15:30:00Z,DOWNSTREAM ARRAY,UPSTREAM ARRAY,4/29/2016,3,Steelhead,2,Summer,H,Hatchery Reared,YANKFK - Yankee Fork Salmon River,2016-01-26,MAVA - Magic Valley Hatchery,MAVA,2016,YFK,32H,Hat. Summer Steelhead,1,1,2015,2018,SRUMA-s
3DD.007771EE9A,BDL16041.W32,SC1 - Lower SF Clearwater R at rkm 1,2019-03-21T17:13:00Z,2019-03-21T17:13:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.007771EE9A,BDL16041.W32,SC2 - Lower SF Clearwater R at rkm 2,2019-03-21T19:56:00Z,2019-03-21T19:56:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.007771FDFB,BDL16041.W22,SC1 - Lower SF Clearwater R at rkm 1,2019-03-17T22:50:00Z,2019-03-17T22:50:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.00777237C4,BDL16026.V54,YFK - Yankee Fork Salmon River,2016-06-17T16:35:00Z,2018-05-09T12:47:00Z,DOWNSTREAM ARRAY,DOWNSTREAM ARRAY,5/4/2016,3,Steelhead,2,Summer,H,Hatchery Reared,YANKFK - Yankee Fork Salmon River,2016-01-26,MAVA - Magic Valley Hatchery,MAVA,2016,YFK,32H,Hat. Summer Steelhead,1,1,2015,2018,SRUMA-s
3DD.0077723A15,BDL16040.W16,SC1 - Lower SF Clearwater R at rkm 1,2018-10-27T19:18:00Z,2018-10-27T19:18:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077723A15,BDL16040.W16,SC2 - Lower SF Clearwater R at rkm 2,2018-10-27T23:00:00Z,2018-10-27T23:00:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077725BCA,BDL16040.W46,SC1 - Lower SF Clearwater R at rkm 1,2019-02-04T16:39:00Z,2019-02-04T16:39:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077725BCA,BDL16040.W46,SC2 - Lower SF Clearwater R at rkm 2,2019-02-05T01:24:00Z,2019-02-05T01:24:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.00777274E8,BDL16041.W22,SC1 - Lower SF Clearwater R at rkm 1,2019-02-23T00:10:00Z,2019-02-23T00:10:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.00777274E8,BDL16041.W22,SC2 - Lower SF Clearwater R at rkm 2,2016-04-02T22:48:00Z,2019-02-23T03:43:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077727504,BDL16041.W11,SC2 - Lower SF Clearwater R at rkm 2,2019-03-21T11:19:00Z,2019-03-21T11:19:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077728676,BDL16026.V26,LLR - Lower Lemhi River,2018-04-08T17:30:00Z,2018-04-09T05:30:00Z,UPSTREAM ARRAY,DOWNSTREAM ARRAY,4/26/2016,3,Steelhead,2,Summer,H,Hatchery Reared,PAHTRP - Pahsimeroi River Trap,2016-01-26,MAVA - Magic Valley Hatchery,MAVA,2016,LLR,32H,Hat. Summer Steelhead,1,1,2015,2018,SRLEM-s
3DD.0077729006,BDL16041.W41,SC1 - Lower SF Clearwater R at rkm 1,2019-03-08T22:00:00Z,2019-03-08T22:13:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077729006,BDL16041.W41,SC2 - Lower SF Clearwater R at rkm 2,2019-03-09T01:20:00Z,2019-03-09T01:20:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.00777296DE,BDL16040.W44,SC1 - Lower SF Clearwater R at rkm 1,2018-02-17T19:59:00Z,2018-02-17T19:59:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/5/2016,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2018,CRSFC-s
3DD.007772A28F,BDL16040.W41,SC1 - Lower SF Clearwater R at rkm 1,2019-03-18T00:22:00Z,2019-03-18T00:26:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/4/2016,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.007772D047,BDL16041.W44,SC1 - Lower SF Clearwater R at rkm 1,2019-03-11T22:36:00Z,2019-03-11T22:53:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.007772F48E,BDL16041.W32,SC2 - Lower SF Clearwater R at rkm 2,2019-03-21T17:44:00Z,2019-03-21T17:44:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.00777308F6,BDL16041.W21,SC1 - Lower SF Clearwater R at rkm 1,2018-11-05T14:43:00Z,2019-03-17T20:19:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.00777308F6,BDL16041.W21,SC2 - Lower SF Clearwater R at rkm 2,2018-11-05T17:11:00Z,2018-11-10T20:35:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.00777318ED,BDL16041.W13,SC1 - Lower SF Clearwater R at rkm 1,2019-03-18T00:19:00Z,2019-03-18T00:19:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/7/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.007773190E,BDL16040.W15,SC1 - Lower SF Clearwater R at rkm 1,2018-02-04T16:11:00Z,2018-02-04T16:12:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2018,CRSFC-s
3DD.0077732740,BDL16041.W14,SC1 - Lower SF Clearwater R at rkm 1,2019-03-14T22:01:00Z,2019-03-14T22:02:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077732740,BDL16041.W14,SC2 - Lower SF Clearwater R at rkm 2,2019-03-15T01:27:00Z,2019-03-15T01:27:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077732BD4,BDL16041.W24,SC2 - Lower SF Clearwater R at rkm 2,2018-11-03T09:47:00Z,2018-11-03T09:47:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077732EB3,BDL16041.W42,SC1 - Lower SF Clearwater R at rkm 1,2019-03-15T20:50:00Z,2019-03-15T20:50:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077732EB3,BDL16041.W42,SC2 - Lower SF Clearwater R at rkm 2,2019-03-15T22:53:00Z,2019-03-15T22:53:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077733BDD,BDL16041.W31,SC1 - Lower SF Clearwater R at rkm 1,2019-03-09T22:25:00Z,2019-03-09T22:31:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077734123,BDL16040.W15,SC1 - Lower SF Clearwater R at rkm 1,2019-03-15T21:34:00Z,2019-03-15T21:34:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077734123,BDL16040.W15,SC2 - Lower SF Clearwater R at rkm 2,2019-03-16T01:27:00Z,2019-03-16T01:27:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-09,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077734604,BDL16041.W11,SC1 - Lower SF Clearwater R at rkm 1,2019-03-17T21:18:00Z,2019-03-17T21:19:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.00777353A2,BDL16041.W41,SC2 - Lower SF Clearwater R at rkm 2,2018-01-21T17:26:00Z,2018-01-21T17:26:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2018,CRSFC-s
3DD.0077735590,BDL16041.W14,SC1 - Lower SF Clearwater R at rkm 1,2019-03-20T22:21:00Z,2019-03-20T22:21:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077735590,BDL16041.W14,SC2 - Lower SF Clearwater R at rkm 2,2019-03-21T02:33:00Z,2019-03-21T02:33:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/6/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.007773587B,BDL16041.W13,SC1 - Lower SF Clearwater R at rkm 1,2018-02-07T12:44:00Z,2018-02-07T12:44:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/7/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2018,CRSFC-s
3DD.007773587B,BDL16041.W13,SC2 - Lower SF Clearwater R at rkm 2,2018-02-07T15:30:00Z,2018-02-07T15:30:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/7/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC2,32H,Hat. Summer Steelhead,1,2,2015,2018,CRSFC-s
3DD.00777358CC,BDL16041.W23,SC1 - Lower SF Clearwater R at rkm 1,2019-03-21T16:27:00Z,2019-03-21T16:27:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/7/2016,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2019,CRSFC-s
3DD.0077735C13,BDL16041.W21,SC1 - Lower SF Clearwater R at rkm 1,2018-02-09T16:10:00Z,2018-02-09T16:10:00Z,INSTREAM ARRAY,INSTREAM ARRAY,3/28/2016,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2016-02-10,CLWH - Clearwater Hatchery,CLWH,2016,SC1,32H,Hat. Summer Steelhead,1,2,2015,2018,CRSFC-s
