tag_code,mark_file_name,site_name,first_time_value,last_time_value,first_antenna_group_name,last_antenna_group_name,release_date_mmddyyyy,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,release_site_name,mark_date_mmddyyyy,mark_site_name,mark_site_code_value,mark_year_yyyy,site_code_value,srr_code,srr_name,count,mark_month,brood_yr,spawn_yr,TRT
3DD.007744284B,BDL14029.V61,BHC - Bohannon Creek Lemhi R Basin,2017-03-16T08:07:00Z,2017-03-23T06:22:00Z,Downstream Array,Downstream Array,4/9/2014,3,Steelhead,2,Summer,H,Hatchery Reared,SALR3 - Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),2014-01-29,MAVA - Magic Valley Hatchery,MAVA,2014,BHC,32H,Hat. Summer Steelhead,1,1,2013,2017,SRLEM-s
3DD.007744284B,BDL14029.V61,LLR - Lower Lemhi River,2017-03-14T01:42:00Z,2017-03-14T01:43:00Z,DOWNSTREAM ARRAY,UPSTREAM ARRAY,4/9/2014,3,Steelhead,2,Summer,H,Hatchery Reared,SALR3 - Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),2014-01-29,MAVA - Magic Valley Hatchery,MAVA,2014,LLR,32H,Hat. Summer Steelhead,1,1,2013,2017,SRLEM-s
3DD.0077443568,BDL14028.V22,LLR - Lower Lemhi River,2017-03-27T04:03:00Z,2017-04-21T20:51:00Z,DOWNSTREAM ARRAY,UPSTREAM ARRAY,4/30/2014,3,Steelhead,2,Summer,H,Hatchery Reared,YANKFK - Yankee Fork Salmon River,2014-01-28,MAVA - Magic Valley Hatchery,MAVA,2014,LLR,32H,Hat. Summer Steelhead,1,1,2013,2017,SRLEM-s
3DD.00774460E2,BDL14028.V37,YFK - Yankee Fork Salmon River,2017-04-03T14:56:00Z,2017-04-03T14:56:00Z,UPSTREAM ARRAY,UPSTREAM ARRAY,4/24/2014,3,Steelhead,2,Summer,H,Hatchery Reared,YANKFK - Yankee Fork Salmon River,2014-01-28,MAVA - Magic Valley Hatchery,MAVA,2014,YFK,32H,Hat. Summer Steelhead,1,1,2013,2017,SRUMA-s
3DD.007744985D,CBB14027.HEV,LC1 - Lower Lolo Creek at rkm 21,2017-03-27T14:50:00Z,2017-03-27T14:50:00Z,SINGLE ARRAY,SINGLE ARRAY,4/21/2014,3,Steelhead,2,Summer,H,Hatchery Reared,LOLOC - Lolo Creek,2014-01-27,DWOR - Dworshak National Fish Hatchery,DWOR,2014,LC1,32H,Hat. Summer Steelhead,1,1,2013,2017,CRLOL-s
3DD.007744985D,CBB14027.HEV,LC2 - Upper Lolo Creek at rkm 25,2017-03-28T18:37:00Z,2017-03-29T05:33:00Z,SINGLE ARRAY,SINGLE ARRAY,4/21/2014,3,Steelhead,2,Summer,H,Hatchery Reared,LOLOC - Lolo Creek,2014-01-27,DWOR - Dworshak National Fish Hatchery,DWOR,2014,LC2,32H,Hat. Summer Steelhead,1,1,2013,2017,CRLOL-s
3DD.00774965D1,CBB14029.HEV,SC1 - Lower SF Clearwater R at rkm 1,2017-03-08T05:52:00Z,2017-03-12T00:31:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/15/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-01-29,DWOR - Dworshak National Fish Hatchery,DWOR,2014,SC1,32H,Hat. Summer Steelhead,1,1,2013,2017,CRSFC-s
3DD.00774965D1,CBB14029.HEV,SC2 - Lower SF Clearwater R at rkm 2,2017-03-08T07:43:00Z,2017-03-12T01:41:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/15/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-01-29,DWOR - Dworshak National Fish Hatchery,DWOR,2014,SC2,32H,Hat. Summer Steelhead,1,1,2013,2017,CRSFC-s
3DD.007749FA3E,BDL14036.W21,SC1 - Lower SF Clearwater R at rkm 1,2016-10-22T18:24:00Z,2016-10-22T18:29:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774A7F8B,CBB14036.HEV,SC1 - Lower SF Clearwater R at rkm 1,2016-10-28T15:01:00Z,2016-10-28T18:34:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-05,DWOR - Dworshak National Fish Hatchery,DWOR,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774A8B66,CBB14036.HEV,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T17:12:00Z,2017-02-20T17:12:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-05,DWOR - Dworshak National Fish Hatchery,DWOR,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774AB4B7,CBB14029.HEV,SC2 - Lower SF Clearwater R at rkm 2,2017-03-23T18:31:00Z,2017-03-23T18:31:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/15/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-01-29,DWOR - Dworshak National Fish Hatchery,DWOR,2014,SC2,32H,Hat. Summer Steelhead,1,1,2013,2017,CRSFC-s
3DD.00774AE478,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-14T20:07:00Z,2017-02-15T20:13:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774AE478,BDL14036.W43,SC2 - Lower SF Clearwater R at rkm 2,2014-04-19T10:47:00Z,2017-02-16T01:06:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774AEF04,BDL14036.W13,SC2 - Lower SF Clearwater R at rkm 2,2017-03-02T19:54:00Z,2017-03-02T19:54:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774AEF1E,BDL14037.W34,"LAP - Lapwai Creek, near its mouth",2017-02-16T12:14:00Z,2017-02-16T12:18:00Z,LOWER INSTREAM ARRAY,UPPER INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,LAP,32H,Hat. Summer Steelhead,1,2,2013,2017,CRLMA-s
3DD.00774AFD4E,BDL14036.W32,SC1 - Lower SF Clearwater R at rkm 1,2017-03-28T07:08:00Z,2017-03-28T07:08:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B08E6,BDL14037.W44,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T09:04:00Z,2017-02-20T10:06:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B08E6,BDL14037.W44,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T11:32:00Z,2017-02-20T11:32:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B17B0,BDL14036.W12,SC1 - Lower SF Clearwater R at rkm 1,2017-02-18T22:07:00Z,2017-02-18T23:07:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B24EA,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-03-08T16:00:00Z,2017-03-08T16:59:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B2791,BDL14036.W32,SC1 - Lower SF Clearwater R at rkm 1,2016-11-16T13:31:00Z,2016-11-16T22:59:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B3557,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-03-04T11:03:00Z,2017-03-04T11:03:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B3557,BDL14036.W33,SC2 - Lower SF Clearwater R at rkm 2,2017-03-04T13:48:00Z,2017-03-04T13:48:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B4133,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-02-28T15:53:00Z,2017-02-28T15:53:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B4133,BDL14036.W33,SC2 - Lower SF Clearwater R at rkm 2,2017-03-04T07:00:00Z,2017-03-04T07:00:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B5D3A,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-17T03:15:00Z,2017-02-17T03:15:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B65EF,BDL14036.W23,SC1 - Lower SF Clearwater R at rkm 1,2017-02-21T01:29:00Z,2017-02-21T01:29:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B7E00,BDL14037.W44,SC1 - Lower SF Clearwater R at rkm 1,2017-03-03T21:46:00Z,2017-03-03T22:45:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774B7E00,BDL14037.W44,SC2 - Lower SF Clearwater R at rkm 2,2017-03-04T00:19:00Z,2017-03-04T00:19:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774BAB18,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-02-19T21:20:00Z,2017-02-19T21:20:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774BAB18,BDL14036.W13,SC2 - Lower SF Clearwater R at rkm 2,2017-02-19T23:08:00Z,2017-02-19T23:08:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774BC688,BDL14036.W12,SC1 - Lower SF Clearwater R at rkm 1,2017-02-13T15:10:00Z,2017-02-13T15:10:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774BC688,BDL14036.W12,SC2 - Lower SF Clearwater R at rkm 2,2017-02-14T16:48:00Z,2017-02-14T16:48:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774BFC8F,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-02-21T13:41:00Z,2017-05-08T07:43:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774BFC8F,BDL14036.W13,SC2 - Lower SF Clearwater R at rkm 2,2017-02-21T15:09:00Z,2017-05-08T07:30:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C1C17,BDL14036.W12,SC1 - Lower SF Clearwater R at rkm 1,2017-02-21T07:56:00Z,2017-02-21T07:59:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C1E09,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-02-23T17:13:00Z,2017-02-23T17:13:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C1E09,BDL14036.W13,SC2 - Lower SF Clearwater R at rkm 2,2017-02-23T19:41:00Z,2017-02-23T19:41:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C32C6,BDL14036.W12,SC1 - Lower SF Clearwater R at rkm 1,2017-02-19T14:20:00Z,2017-02-19T14:21:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C374C,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-02-17T00:15:00Z,2017-02-17T00:15:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C3BAB,BDL14036.W42,SC1 - Lower SF Clearwater R at rkm 1,2017-02-16T15:14:00Z,2017-02-16T16:17:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C3BAB,BDL14036.W42,SC2 - Lower SF Clearwater R at rkm 2,2014-04-17T17:06:00Z,2017-02-17T16:12:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C4C7A,BDL14036.W23,SC1 - Lower SF Clearwater R at rkm 1,2017-02-16T12:53:00Z,2017-02-16T12:53:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C5549,BDL14037.W32,SC1 - Lower SF Clearwater R at rkm 1,2017-03-14T13:07:00Z,2017-03-14T13:08:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C66C5,BDL14036.W22,SC1 - Lower SF Clearwater R at rkm 1,2017-02-21T12:25:00Z,2017-02-21T13:23:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C66C5,BDL14036.W22,SC2 - Lower SF Clearwater R at rkm 2,2017-02-21T15:06:00Z,2017-02-21T15:06:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C66F8,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2016-10-31T16:57:00Z,2016-10-31T18:15:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C7493,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-18T10:14:00Z,2017-02-18T10:14:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C7493,BDL14036.W43,SC2 - Lower SF Clearwater R at rkm 2,2017-02-18T18:50:00Z,2017-02-18T18:50:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C7E97,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-02-25T02:42:00Z,2017-02-25T02:50:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C7E97,BDL14036.W33,SC2 - Lower SF Clearwater R at rkm 2,2017-02-26T06:29:00Z,2017-02-26T06:29:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C841F,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T16:49:00Z,2017-02-20T17:48:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C8441,BDL14036.W31,SC1 - Lower SF Clearwater R at rkm 1,2016-10-28T02:50:00Z,2017-02-18T07:33:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C8441,BDL14036.W31,SC2 - Lower SF Clearwater R at rkm 2,2017-02-18T11:41:00Z,2017-02-18T11:41:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C8CBD,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-02-23T12:56:00Z,2017-02-23T12:56:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C8CBD,BDL14036.W33,SC2 - Lower SF Clearwater R at rkm 2,2017-02-24T14:17:00Z,2017-02-24T14:17:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C8DB3,BDL14036.W32,SC1 - Lower SF Clearwater R at rkm 1,2017-02-19T20:27:00Z,2017-02-19T20:27:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C8DB3,BDL14036.W32,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T10:23:00Z,2017-02-20T10:25:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C9611,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-03-05T19:57:00Z,2017-03-05T19:57:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C9611,BDL14036.W43,SC2 - Lower SF Clearwater R at rkm 2,2017-03-06T21:15:00Z,2017-03-06T21:15:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
